"OldTable","OldColumn","LegacyDataType","NewTable","NewColumn","TargetAvailability","TransformationRule","MandatoryDefaultRule","HistoryStrategy","MigrationDependency","MappingConfidence","Notes"
"AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","CAU_INSTRUCTIONS","VARCHAR2","tbl_compliance_action","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Low","Compliance narrative/action text."
"AIS_T_AU_POST_COMPLIANCE_TEXT_CAU","STATUS","CHAR","tbl_compliance_action","REVIEW_REQUIRED","ExistingTableRequiredColumn","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires tbl_entity migration and entity-code crosswalk.","Low","Compliance narrative/action text."
"AIS_T_PARA_STATUS_CHANGE_LOG","LOG_ID","NUMBER","tbl_para_status_history","para_status_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","LOG_ID","NUMBER","tbl_para_status_history","para_status_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","COM_ID","NUMBER","tbl_para_status_history","para_status_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","COM_ID","NUMBER","tbl_para_status_history","para_status_history_id","RequiredTable","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Medium","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","OLD_STATUS","NUMBER","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","NEW_STATUS","NUMBER","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","MAKER_REMARKS","VARCHAR2","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","AUTHORIZER_REMARKS","VARCHAR2","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","CHANGED_BY","NUMBER","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","CHANGED_ON","DATE","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","AUTHORIZED_BY","NUMBER","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","AUTHORIZED_ON","DATE","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"AIS_T_PARA_STATUS_CHANGE_LOG","ACTION_STATUS","VARCHAR2","tbl_para_status_history","REVIEW_REQUIRED","RequiredTable","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","History","Requires parent table load order and surrogate key crosswalk.","Low","Para status history requires DDL extension."
"TBL_PARA_REFERENCE_LINKS","LINK_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","LINK_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","ENTITY_ID","NUMBER","REVIEW_REQUIRED","entity_id","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires tbl_entity migration and entity-code crosswalk.","Medium","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","OLD_PARA_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","NEW_PARA_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","PARA_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","REFERENCE_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","REFERENCE_TITLE","VARCHAR2","REVIEW_REQUIRED","heading_text","ReviewRequired","Load descriptive heading into normalized heading/title field.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","CREDIT_MANUAL_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","OP_MANUAL_ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","MANUAL_TYPE","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","CHAPTER","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","MATCHED_TEXT","VARCHAR2","REVIEW_REQUIRED","detail_text","ReviewRequired","Load long text into normalized CLOB detail field.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","LINK_TYPE","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","CREATED_ON","DATE","REVIEW_REQUIRED","created_on","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Medium","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","NO_REFERENCE_FLAG","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PARA_REFERENCE_LINKS","ISSUANCE_DATE","DATE","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","ID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","HOLIDAY_DATE","DATE","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","HOLIDAY_YEAR","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","IS_WEEKEND","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","IS_HOLIDAY","CHAR","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TBL_PUBLIC_HOLIDAYS","HOLIDAY_NAME","VARCHAR2","REVIEW_REQUIRED","name","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TEMP_ATAS_T_DISB_STATUS","ACCOUNTSTATUSID","NUMBER","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TEMP_ATAS_T_DISB_STATUS","DESCRIPTION","VARCHAR2","REVIEW_REQUIRED","description","ReviewRequired","Direct copy after datatype coercion and audit-column normalization.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
"TEMP_ATAS_T_GLSUB","GLSUBCODE","VARCHAR2","REVIEW_REQUIRED","REVIEW_REQUIRED","ReviewRequired","Manual mapping required; no safe automatic target column was inferred.","Use IAS_ZTBL default if legacy value is null.","Review","Requires parent table load order and surrogate key crosswalk.","Low","No confident automatic target mapping."
