JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_PostCompliance_cau_post_compliance_to_branches_review.js:175,AIS\Views\PostCompliance\cau_post_compliance_to_branches_review.cshtml:92,deleteFileFromServer,/UploadFile/DeleteFile,POST,UploadFile.DeleteFile,"subFolder, fileName","fileName, subFolder",DeleteFileMetadata,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_PostCompliance_change_status_new_Para_reviewer.js:81,AIS\Views\PostCompliance\change_status_new_Para_reviewer.cshtml:109,paraText,/ApiCalls/GetIASPARATEXT,GET,ApiCalls.GetIASPARATEXT,comId,comId,GetIASParaText,pkg_FAD.P_GET_IAS_PARA_TEXT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_PostCompliance_post_compliance.js:162,AIS\Views\PostCompliance\post_compliance.cshtml:224,deleteFileFromServer,/UploadFile/DeleteFile,POST,UploadFile.DeleteFile,"subFolder, fileName","fileName, subFolder",DeleteFileMetadata,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed.,Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_RiskAssessment_inherited_risk_branches.js:4,AIS\Views\RiskAssessment\inherited_risk_branches.cshtml:60,getCOSORisk,/ApiCalls/GetCOSORiskForBranches,POST,,,PERIOD_ID,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_RiskAssessment_inherited_risk_dept.js:4,AIS\Views\RiskAssessment\inherited_risk_dept.cshtml:60,getCOSORisk,/ApiCalls/GetCOSORiskForDepartment,POST,ApiCalls.GetCOSORiskForDepartment,PERIOD_ID,PERIOD_ID,GetCOSORiskForDepartment,pkg_ais.P_GetCOSORiskForDepartment,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:158,AIS\Views\RiskAssessment\risk_rating_annex_wise.cshtml:141,generateAnnexureRisk,/ApiCalls/generate_annexure_risk_rating_of_engagement,POST,ApiCalls.generate_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,GenerateAnnexureRiskRatingofEngagement,pkg_ad.P_add_branch_annex_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.P_add_branch_annex_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js:177,AIS\Views\RiskAssessment\risk_rating_annex_wise.cshtml:141,viewAnnexureRisk,/ApiCalls/view_annexure_risk_rating_of_engagement,POST,ApiCalls.view_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,ViewAnnexureRiskRatingofEngagement,pkg_ad.p_get_annexure_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.p_get_annexure_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:81,AIS\Views\RiskAssessment\risk_rating_for_branches_working.cshtml:149,getEngagementDetails,/ApiCalls/get_risk_rating_model_for_branches_working,POST,ApiCalls.get_risk_rating_model_for_branches_working,ENG_ID,"ENTITY_ID, option",GetRiskRatingModelForBranchesWorking,pkg_ad.p_get_new_risk_model,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"JS data is missing controller parameters: eng_id | JS sends parameters not present in controller signature: entity_id, option",Add the missing JS data keys or update the controller signature if model binding is intentional. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:167,AIS\Views\RiskAssessment\risk_rating_for_branches_working.cshtml:149,generateAnnexureRisk,/ApiCalls/generate_annexure_risk_rating_of_engagement,POST,ApiCalls.generate_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,GenerateAnnexureRiskRatingofEngagement,pkg_ad.P_add_branch_annex_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.P_add_branch_annex_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_for_branches_working.js:186,AIS\Views\RiskAssessment\risk_rating_for_branches_working.cshtml:149,viewAnnexureRisk,/ApiCalls/view_annexure_risk_rating_of_engagement,POST,ApiCalls.view_annexure_risk_rating_of_engagement,ENG_ID,ENG_ID,ViewAnnexureRiskRatingofEngagement,pkg_ad.p_get_annexure_risk_rating,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Package procedure missing from checked-in source: pkg_ad.p_get_annexure_risk_rating,Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Sampling_account_document.js:20,AIS\Views\Sampling\account_document.cshtml:42,loadAccountDocuments,/ApiCalls/get_biomet_account_documents_sampling_details,POST,ApiCalls.get_biomet_account_documents_sampling_details,AC_NO,AC_NO,GetBiometAccountDocumentsSamplingDetails,pkg_sm.P_GET_ACCOUNT_DOC ,No,No,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=No,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | Package procedure missing from checked-in source: pkg_sm.P_GET_ACCOUNT_DOC ",Add the missing DBConnection hardening statements around the OracleCommand. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Sampling_Account_exception.js:13,AIS\Views\Sampling\Account_exception.cshtml:34,loadexceptionReport,/ApiCalls/get_exception_account_report,POST,ApiCalls.get_exception_account_report,"ENG_ID, RPT_ID","ENG_ID, RPT_ID",GetExceptionReportData,PKG_SM.P_GET_EXCEPTION_REPORT_DATA,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_account_transaction.js:15,AIS\Views\Sampling\account_transaction.cshtml:39,loadAccountTransactions,/ApiCalls/get_biomet_account_transaction_sampling_details,POST,ApiCalls.get_biomet_account_transaction_sampling_details,"ENG_ID, AC_NO","AC_NO, ENG_ID",GetBiometAccountTransactionSamplingDetails,pkg_sm.p_get_account_transcations,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=No,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_Sampling_account_transaction_master.js:12,AIS\Views\Sampling\account_transaction_master.cshtml:42,loadBIOMETSamples,/ApiCalls/get_biomet_sampling_details,POST,ApiCalls.get_biomet_sampling_details,ENG_ID,ENG_ID,GetBiometSamplingDetails,pkg_sm.p_get_Account,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=No,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_Sampling_add_report.js:60,AIS\Views\Sampling\add_report.cshtml:178,loadReports,/ApiCalls/get_list_of_reports,POST,ApiCalls.get_list_of_reports,ENG_ID,ENG_ID,GetListOfreports,pkg_sm.T_AU_EXCEPTION_REPORT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_add_report.js:317,AIS\Views\Sampling\add_report.cshtml:178,saveReport,/ApiCalls/add_exception_account_report,POST,ApiCalls.add_exception_account_report,"IND, REPORT_ID, REPORT_TITLE, DESCRIPTION, TYPE, LOAN_STATUS_ID",,AddExceptionAccountReport,pkg_sm.P_Add_new_exp_report,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_add_report.js:357,AIS\Views\Sampling\add_report.cshtml:178,loadFormat,/ApiCalls/get_exception_report_format,GET,ApiCalls.get_exception_report_format,report_id,report_id,GetExceptionReportFormat,PKG_SM.P_GET_EXCEPTION_REPORT_FORMAT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=N/A,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_biomet.js:17,AIS\Views\Sampling\biomet.cshtml:42,loadBIOMETSamples,/ApiCalls/get_biomet_sampling_details,POST,ApiCalls.get_biomet_sampling_details,ENG_ID,ENG_ID,GetBiometSamplingDetails,pkg_sm.p_get_Account,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=No,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_Sampling_list_reports.js:13,AIS\Views\Sampling\list_reports.cshtml:37,listSamples,/ApiCalls/get_list_of_reports,POST,ApiCalls.get_list_of_reports,ENG_ID,ENG_ID,GetListOfreports,pkg_sm.T_AU_EXCEPTION_REPORT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_list_samples.js:13,AIS\Views\Sampling\list_samples.cshtml:37,listSamples,/ApiCalls/get_list_of_samples,POST,ApiCalls.get_list_of_samples,ENG_ID,ENG_ID,GetListOfSamples,pkg_sm.P_GET_SAMPLE,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_loans.js:22,AIS\Views\Sampling\loans.cshtml:44,loadLoanSamples,/ApiCalls/get_loan_samples,POST,ApiCalls.get_loan_samples,"INDICATOR, STATUS_ID, ENG_ID, SAMPLE_ID","ENG_ID, INDICATOR, SAMPLE_ID, STATUS_ID",GetLoanSamples,pkg_sm.P_GET_LOANS_SAMPLE,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_loans_exception.js:17,AIS\Views\Sampling\loans_exception.cshtml:50,loadLoanSamples,/ApiCalls/get_loan_Exceptions,POST,ApiCalls.get_loan_Exceptions,"INDICATOR, STATUS_ID, ENG_ID","ENG_ID, INDICATOR, STATUS_ID",GetLoanExceptions,pkg_sm.P_GET_LOANS_Exceptions,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_loan_documents.js:21,AIS\Views\Sampling\loan_documents.cshtml:35,loadLoanDocuments,/ApiCalls/get_loan_documents,POST,ApiCalls.get_loan_documents,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetLoanSamplesDocuments,pkg_sm.p_get_Loan_Documents,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_loan_documents.js:72,AIS\Views\Sampling\loan_documents.cshtml:35,viewDocument,/ApiCalls/get_loan_document_data,POST,ApiCalls.get_loan_document_data,IMAGE_ID,IMAGE_ID,GetLoanSamplesDocumentData,pkg_sm.p_get_Loan_Documents_image,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_loan_transactions.js:20,AIS\Views\Sampling\loan_transactions.cshtml:43,loadAccountTransactions,/ApiCalls/get_sample_loan_transactions,POST,ApiCalls.get_sample_loan_transactions,"ENG_ID, LOAN_DISB_ID","ENG_ID, LOAN_DISB_ID",GetLoanSamplesTransactions,pkg_sm.p_get_Loan_Transactions,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_sample_monitoring.js:13,AIS\Views\Sampling\sample_monitoring.cshtml:52,listSamples,/ApiCalls/get_list_of_samples,POST,ApiCalls.get_list_of_samples,ENG_ID,ENG_ID,GetListOfSamples,pkg_sm.P_GET_SAMPLE,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Sampling_sample_monitoring.js:82,AIS\Views\Sampling\sample_monitoring.cshtml:52,regenerateSample,/ApiCalls/regenerate_sample_of_loans,POST,ApiCalls.regenerate_sample_of_loans,"ENG_ID, LOAN_SAMPLE_ID","ENG_ID, LOAN_SAMPLE_ID",RegenerateSampleofLoan,pkg_sm.P_add_sample_data_update,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=No; SessionBeforeConnection=No,Broken,"DBConnection disposal pattern needs review. | DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)","Add the missing DBConnection hardening statements around the OracleCommand. | Use using blocks/declarations for connection, command, and reader."
AIS\wwwroot\js\csp\Views_Setup_annexure_assignment_para.js:13,AIS\Views\Setup\annexure_assignment_para.cshtml:114,getZoneBranches,/ApiCalls/get_zone_Branches_for_Annexure_Assignment,POST,ApiCalls.get_zone_Branches_for_Annexure_Assignment,ENTITY_ID,"ENTITY_ID, option",GetZoneBranchesForAnnexureAssignment,pkg_fad.P_Get_Auditee_Child_FAD,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | JS sends parameters not present in controller signature: option",Add the missing DBConnection hardening statements around the OracleCommand. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Setup_annexure_assignment_para.js:37,AIS\Views\Setup\annexure_assignment_para.cshtml:114,getEntityObservation,/ApiCalls/get_all_paras_for_annexure_assignment,POST,ApiCalls.get_all_paras_for_annexure_assignment,ENTITY_ID,"ENTITY_ID, option",GetAllParasForAnnexureAssignment,pkg_fad.P_Get_all_paras_fad,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd) | JS sends parameters not present in controller signature: option",Add the missing DBConnection hardening statements around the OracleCommand. | Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Setup_annexure_assignment_para.js:91,AIS\Views\Setup\annexure_assignment_para.cshtml:114,assignAnnexureWithPara,/ApiCalls/assign_annexure_with_para,POST,ApiCalls.assign_annexure_with_para,"OBS_ID, REF_P, ANNEX_ID, PARA_CATEGORY","ANNEX_ID, OBS_ID, PARA_CATEGORY, REF_P",AssignAnnexureWithPara,pkg_fad.P_Update_paras_annex_fad,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_Setup_annexure_assignment_para.js:66,AIS\Views\Setup\annexure_assignment_para.cshtml:114,viewParaText,/ApiCalls/GetIASPARATEXT,GET,ApiCalls.GetIASPARATEXT,comId,comId,GetIASParaText,pkg_FAD.P_GET_IAS_PARA_TEXT,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\csp\Views_Setup_audit_zones.js:55,AIS\Views\Setup\audit_zones.cshtml:120,publishAuditZoneChanges,/Setup/AuditZone_add,POST,,,"code, description, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_branches.js:61,AIS\Views\Setup\branches.cshtml:171,publishBranchChanges,/Setup/branch_add,POST,Setup.branch_add,br,"BRANCHCODE, BRANCHID, BRANCHNAME, BRANCH_SIZE, BRANCH_SIZE_ID, ISACTIVE, ZONEID, ZONE_NAME",AddBranch,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Setup_branches.js:61,AIS\Views\Setup\branches.cshtml:171,publishBranchChanges,/Setup/branch_add,POST,Setup.branch_add,br,"BRANCHCODE, BRANCHID, BRANCHNAME, BRANCH_SIZE, BRANCH_SIZE_ID, ISACTIVE, ZONEID, ZONE_NAME",UpdateBranch,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Setup_departments.js:59,AIS\Views\Setup\departments.cshtml:143,publishDepartmentChanges,/Setup/department_add,POST,,,"AUDITED_BY_DEPID, code, div_id, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_divisions.js:55,AIS\Views\Setup\divisions.cshtml:119,publishDivisionChanges,/Setup/division_add,POST,,,"code, description, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_inspection_unit.js:55,AIS\Views\Setup\inspection_unit.cshtml:120,publishICChanges,/Setup/Inspection_Units_add,POST,,,"code, description, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:41,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:264,AIS\Views\Setup\para_migration.cshtml:83,getEntitiesListByTypeId,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID",ENT_TYPE_ID,GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"JS data is missing controller parameters: entity_code, entity_name",Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\site.js:145,AIS\Views\Shared\_BlankLayout.cshtml:51; AIS\Views\Shared\_Layout.cshtml:749; AIS\Views\Shared\_Layout_Minimal.cshtml:37,sendPageId,/Home/SetPageId,POST,,,page_path,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\circular.js:6,AIS\Views\Shared\_BlankLayout.cshtml:52; AIS\Views\Shared\_Layout.cshtml:752,searchCirculars,/ApiCalls/GetCirculars,POST,,,text,,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\fad-risk-control-panel.js:391,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveMainKpi,/FADRiskControlPanel/SaveMainKpi,POST,FADRiskControlPanel.SaveMainKpi,"kpiMainId, code, name, displayOrder, isActive",,P_SAVE_KPI_MAIN,PKG_FAD_RISK.P_SAVE_KPI_MAIN,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:420,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveSubKpi,/FADRiskControlPanel/SaveSubKpi,POST,FADRiskControlPanel.SaveSubKpi,"kpiMainId, kpiSubId, code, name, weightage, displayOrder, isActive",,P_SAVE_KPI_SUB,PKG_FAD_RISK.P_SAVE_KPI_SUB,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
AIS\wwwroot\js\fad-risk-control-panel.js:453,AIS\Views\FAD\FADRiskControlPanel\Index.cshtml:226,saveProcess,/FADRiskControlPanel/SaveProcess,POST,FADRiskControlPanel.SaveProcess,"kpiSubId, processId, code, name, weightage, displayOrder, isActive",,P_SAVE_PROCESS,PKG_FAD_RISK.P_SAVE_PROCESS,Yes,Yes,StoredProcedure=Yes; BindByName=No; Guard=No; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Broken,"DBConnection hardening missing: BindByName = true, GuardAgainstDynamicSql(cmd)",Add the missing DBConnection hardening statements around the OracleCommand.
